year,count,country,title
Japan,2016.0,装置によって人体のまたは哺乳類患者を治療する植込み型注油装置および方法,1
Japan,2016.0,フレックス燃料水素発生器,1
Japan,2016.0,蒸気機能強化装置を有する電子喫煙物品および関連する方法,1
Japan,2016.0,パッケージ入りホットメルト感圧接着剤,1
Japan,2017.0,微小流体デバイス,1
Japan,2017.0,角質表面を改質するための装置及び方法,1
Japan,2018.0,金属鋳物工場を操作する方法を実施するためのシステム、及びそのシステムを含む金属鋳物工場,1
Japan,2018.0,角質表面を改質するための装置で使用するためのカートリッジ,1
Japan,2018.0,皮膚を洗浄及び処理する装置と方法,1
Japan,2018.0,複数のステーションにおけるウエハの反りの制御,1
Japan,2018.0,腹膜透析用流動システム,1
Japan,2018.0,活動モニタのためのシステム及び方法,1
Japan,2018.0,試料調製方法及びシステム,1
Japan,2019.0,火煙封じ込め消火装置,1
Japan,2019.0,エスプレッソミルク泡立て器,1
Japan,2019.0,角質表面を改質するための手持ち式処置装置,1
Japan,2019.0,角質表面を改質するための手持ち式処理装置用アプリケータヘッド,1
Japan,2019.0,回遊魚通路装置,1
Japan,2020.0,細胞を単離し分析するためのシステムおよび方法,1
Japan,2020.0,線虫防除のための材料および方法,1
Japan,2020.0,ＦｃＲｎ結合が変更されたＦｃ領域変種および使用方法,1
Japan,2020.0,喫煙品,1
Japan,2020.0,活性細胞を含む方法、組成物、及び移植可能な要素,1
Japan,2020.0,バイオマスの加工,1
Japan,2020.0,糸状菌を含む食用組成物およびその栽培のためのバイオリアクターシステム,1
Japan,2021.0,抗体のＦｃ領域改変体,1
Japan,2021.0,吸入可能な薬剤の熱調節,1
Japan,2021.0,植物形質を向上するための方法および組成物,1
Japan,2021.0,エアロゾル送達デバイス用のエアロゾル前駆体を配合するための方法,1
Japan,2021.0,植物の根および免疫の健康を増進するための微生物ベースの製品,1
Japan,2022.0,半導体装置,2
Japan,2022.0,ジェット・エンジンのクリーニング方法,1
Japan,2022.0,車両の質量推定を使用するアプリケーション,1
Japan,2022.0,植物形質を改善するための方法および組成物,1
Japan,2022.0,環境、工学、自然のシステム向けの金融取引に関連したデータの管理、分析を行うビジネスの手法、装置、およびシステム,1
Japan,2022.0,視覚通信を介した電子デバイスの機能制御と年齢確認,1
Japan,2022.0,選択的に通気される生物学的アッセイ装置および関連の方法,1
Japan,2022.0,制御装置、制御方法及びプログラム,1
Japan,2022.0,エアロゾル送達システムにおける交換可能ユニット間の電気的および機械的接続を形成するコネクタ,1
Japan,2023.0,バイオセラミック組成物およびその生体修飾的使用,1
Japan,2023.0,高炭素生体試薬の生成のためのシステムおよび装置,1
Japan,2023.0,クラスター化短鎖反復回文配列エフェクター系に基づくウイルス検出用診断法,1
Japan,2024.0,抗体定常領域改変体,1
Luxembourg,1989.0,Decoration mobile,1
Luxembourg,1990.0,Unite modulaire de croissance vegetale,1
Luxembourg,1990.0,Decoration mobile,1
Luxembourg,2017.0,Incinerateur portable pour dechets de jardin,1
Luxembourg,2021.0,An arduino-based automatic watering system for home plants,1
Luxembourg,2023.0,Plant protection device for ecological restoration,1
Mexico,2015.0,Composiciones plaguicidas y procesos relacionados.,1
OAPI,2018.0,Paire de lunettes multimédia téléphoniques.,1
OAPI,2019.0,Nouveaux antioxydants anti-inflammatoires et leurs utilisations,1
OAPI,2019.0,System for evaluating the crop-growing potential of an agricultural soil and method for estimating hydrogen and nitrogen flows,1
OAPI,2022.0,Installation de réfrigération.,1
OAPI,2023.0,Centrale à béton mobile.,1
OAPI,2023.0,Dispositif agricole de communication et de contrôle en temps réel de production pour une agriculture intelligente.,1
Russia,2008.0,Медный сплав,1
Russia,2008.0,Соединения и способы для ингибирования взаимодействия bcl белков с компонентами по связыванию,1
Russia,2009.0,Картридж для системы дозирования добавок,1
Russia,2009.0,Система дозирования добавок для холодильника,1
Russia,2009.0,Реологически модифицированные имеющие относительно высокую прочность расплава полиэтиленовые композиции и способы изготовления труб пленок листов и изделий формованных раздувом,1
Russia,2010.0,Контейнер для жидкости,1
Russia,2010.0,Устройство и способ обработки листового материала преимущественно банкнот,1
Russia,2010.0,Способ обработки инфракрасным лазерным излучением с заданной длиной волны и предназначенная для этого система,1
Russia,2010.0,Способ и устройство для отпуска и/или хранения продуктов в частности напитков,1
Russia,2010.0,Карбонизация и(или) активирование углеродного материала,1
Russia,2010.0,Способ и устройство для изготовления формуемых изделий,1
Switzerland,1982.0,Method for preparing a Teucrium marum extract which is useful in particular in therapy,1
Russia,2011.0,Применение содержащих сложноэфирные группы полимеров в качестве противоусталостных присадок,1
Russia,2012.0,Способ получения полезного для здоровья закусочного пищевого продукта,1
Russia,2013.0,Стабилизированный диоксидом кремния ультратонкий анатазный диоксид титана катализаторы на основе оксида ванадия и способы их получения,1
Russia,2013.0,Система для выращивания растений,1
Russia,2013.0,Гидрофильный чувствительный к давлению биоадгезив с целенаправленной адгезией к зубам и композиция для ухода за зубами на его основе,1
Russia,2014.0,Белковые композиции и способы их получения,1
Russia,2014.0,Материал в виде полотна и способ его изготовления,1
Russia,2014.0,Смесительное устройство для приготовления готовых к употреблению медицинских промывочных растворов прежде всего концентратов для гемодиализа,1
Russia,2014.0,Продукт содержащий глюкоманнан ксантановую камедь и альгинат для лечения метаболических нарушений,1
Russia,2015.0,Композиция приспособление набор и способ и их использование,1
Russia,2015.0,Системы и методы оптимизации использования образца,1
Russia,2015.0,Композиция покрытия подходящая для фармацевтических или нутрицевтических дозированных форм,1
Russia,2016.0,Система датчика для измерения уровня поверхности раздела в многофазных флюидах,1
Russia,2016.0,Электронное курительное изделие и соответствующий способ,1
Russia,2016.0,Полимеры полимерные мембраны и способы их получения,1
Russia,2016.0,Смеси сульфированных блок-сополимеров и дисперсного углерода и содержащие их мембраны пленки и покрытия,1
Russia,2016.0,Способы и системы для получения сахаров из богатых углеводами субстратов,1
Russia,2017.0,Антитела которые связываются с лигандом запрограммированной клеточной смерти 1 (pd-l1),1
Russia,2017.0,Основанное на структуре прогнозное моделирование,1
Russia,2017.0,Биофотонные материалы и их применения,1
Russia,2017.0,Система охлаждения наземного нефтепромыслового оборудования,1
Russia,2017.0,Белки связывающие десмоглеин 2 (dsg2) и их применение,1
Russia,2018.0,Контейнер имеющий нагреватель для образующего аэрозоль устройства и образующее аэрозоль устройство,1
Russia,2018.0,1-((3S4R)-4-(3-ФТОРФЕНИЛ)-1-(2-МЕТОКСИЭТИЛ)ПИРРОЛИДИН-3-ИЛ)-3-(4-МЕТИЛ-3-(2-МЕТИЛПИРИМИДИН-5-ИЛ)-1-ФЕНИЛ-1Н-ПИРАЗОЛ-5-ИЛ)МОЧЕВИНА В КАЧЕСТВЕ ИНГИБИТОРА TrkA КИНАЗЫ,1
Russia,2018.0,Растворимые волокнистые структуры и способы их изготовления,1
Russia,2018.0,Способ и устройство непрерывного мониторинга износа и давления в центробежных концентраторах,1
Russia,2018.0,Кремниевокарбидные материалы на основе поликарбосилоксана варианты применения и устройства,1
Russia,2019.0,Устройство для регулирования давления дозатор содержащий указанное устройство для регулирования давления и способ производства,1
South Korea,2007.0,반도체장치 및 전자기기,1
South Korea,2009.0,무재해 소방방재 대책용품의 관노즐이동형 소방센서펌프,1
South Korea,2009.0,폴리락트산 조성물,1
South Korea,2010.0,에틸렌/α-올레핀 블록 혼성중합체,1
South Korea,2010.0,자동 커버리지 로봇,1
South Korea,2010.0,프로필렌/α-올레핀 블록 혼성중합체,1
South Korea,2010.0,항ｎｒ１０ 항체 및 그의 이용,1
South Korea,2011.0,수소 함유 생체 적용액의 제조 방법 및 제조 장치,1
South Korea,2011.0,페로일렉트릿 이층 및 다층 복합체 및 그의 제조 방법,1
South Korea,2012.0,수해조절장치시스템,1
South Korea,2012.0,통합 처리 구역이 있는 탄소 변환 장치,1
South Korea,2012.0,공압식 조절 어패류 해부장치,1
South Korea,2013.0,트라이사이클릭 pi3k 억제제 화합물 및 이의 사용 방법,1
South Korea,2013.0,지질이 풍부한 미세조류 가루 식품 조성물,1
South Korea,2014.0,커플링 방법,1
South Korea,2014.0,살충 조성물 및 그와 관련된 방법,1
South Korea,2014.0,세퍼레이터 전지 전지 팩 전자 기기 전동 차량 축전 장치 및 전력 시스템,1
South Korea,2015.0,암 및 면역 및 자가면역 질환 치료용 아폽토시스-유도 제제,1
South Korea,2015.0,응력 발광 재료와 그 응용 응력 발광 재료용 원료 조성물 및 응력 발광 재료의 제조 방법,1
South Korea,2015.0,환형 에터 피라졸-4-일-헤테로사이클릴-카복사마이드 화합물 및 이의 사용 방법,1
South Korea,2015.0,물체 및 티슈의 라벨링을 위한 희토류 공간/스펙트럼 미세 입자 바코드,1
South Korea,2016.0,질환의 치료를 위한 ｋｄｍ１ａ 저해인자,1
South Korea,2016.0,이산화탄소를 소비하는 물질에 대한 경화 시스템 및 이의 사용 방법,1
South Korea,2016.0,석유 회수 방법,1
South Korea,2016.0,겔화된 이온성 액체 필름-코팅 표면 및 이의 용도,1
South Korea,2017.0,크로마틱 효과를 갖는 플레이트의 생성을 위한 프로그래밍가능 스테이션 및 플랜트,1
South Korea,2017.0,각질 표면을 변경하는 장치 및 방법,1
South Korea,2017.0,항ｎｒ１０ 항체 및 그의 이용,1
South Korea,2017.0,질환 치료를 위한 kdm1a 저해제,1
South Korea,2017.0,테트라하이드로-피리도[34-b]인돌 에스트로겐 수용체 조절제 및 이의 용도,1
South Korea,2018.0,비수계 리튬형 축전 소자,1
South Korea,2018.0,전기 에어로졸 발생 시스템,1
South Korea,2018.0,주조 설비 및 주조 설비에 있어서의 주형의 조형 데이터와 용탕의 용탕 상태 데이터의 관리 방법,1
South Korea,2018.0,아릴메톡시 이소인돌린 유도체 및 그를 포함하는 조성물 및 그의 사용 방법,1
South Korea,2018.0,수산물 양식용 분배투입장치,1
South Korea,2018.0,비수계 리튬 축전 소자,1
South Korea,2018.0,건설기계를 구비한 수산물 양식장의 분배투입장치,1
South Korea,2019.0,각질 표면 상의 처리 조성물의 침착을 위한 카트리지,1
South Korea,2019.0,생물반응기 및 이의 사용 방법,1
South Korea,2019.0,수집 프로브 및 이들의 사용 방법,1
South Korea,2019.0,3차원 물체의 제조 방법 및 그의 장치,1
South Korea,2019.0,일정범위지역의 지반에 시공되는 토목 및 건축 구조물의 토사침하 센싱시스템 및 그 제어방법,1
South Korea,2019.0,자일릴렌 다이아이소사이아네이트 조성물 자일릴렌 다이아이소사이아네이트 변성체 조성물 이액형 수지 원료 및 수지,1
South Korea,2020.0,공기 정화용 인더스트리얼 수직 가든,1
South Korea,2021.0,복수 분자의 항원에 반복 결합하는 항원 결합 분자,1
South Korea,2021.0,요리 자동 제공 시스템 음식점 음식점용 자동 시스템 요리 자동 제공 방법 프로그램 및 기억 매체,1
South Korea,2021.0,뇌 장애를 치료하기 위한 n-치환된 인돌 및 다른 헤테로사이클,1
South Korea,2021.0,휴대용 토사 천공장치 및 이를 이용한 매설설비 확인 보수방법과 안전접지 시공 방법,1
South Korea,2022.0,식물 재배 장치,1
South Korea,2022.0,콘크리트 배송 및 타설 조정,1
South Korea,2023.0,로봇 건설로봇 공사로봇 작업로봇 배달로봇 서비스로봇 도장로봇 코팅로봇 분사로봇 청소로봇 숏크리트로봇,1
Spain,2009.0,Procedimiento para la discriminacion y mapeo de los rodales de malas hierbas gramineas en cultivos de cereales mediante teledeteccion.,1
Spain,2012.0,Sensor de fibra óptica distribuido de bajo coste reversible mejorado con elevada resolución espacial,1
Spain,2013.0,Aparato para la administración de agentes terapéuticos,1
Spain,2014.0,Dispositivo para la penetración en tejidos,1
Spain,2014.0,Nuevos polipéptidos con afinidad por HER2,1
Spain,2015.0,Anticuerpos anti-activina A y usos de éstos,1
Spain,2016.0,Instalación de biogas y procedimiento para la producción de biogas a partir de materias primas renovables que contienen lignina,1
Spain,2017.0,Instalación de pirólisis y procedimiento para recuperar fibras de carbono a partir de materiales sintéticos que contienen fibra de carbono y fibras de carbono recuperadas,1
Spain,2017.0,Sistema de dosificación para la liberación de preparaciones que contienen agente blanqueador durante un programa de lavado de una lavadora,1
Spain,2017.0,Distribuidor automatizado de cosméticos personalizados,1
Spain,2019.0,Tanque de cría de peces cerrado flotante y sumergible y procedimiento de cría de peces,1
Spain,2019.0,Detección y medición de grietas en vasos metalúrgicos,1
Spain,2019.0,Aparato de moldeo para la producción de una trama moldeada de material de tabaco homogeneizado,1
Spain,2019.0,Sistema y procedimiento para distribuir múltiples productos agrícolas con tasa baja,1
Spain,2020.0,Sistema multifuncional de procesamiento de residuos húmedos,1
Spain,2020.0,Método para dosificar hormigón,1
Spain,2021.0,Captador de aldehídos para espumas de poliuretano,1
Spain,2021.0,Procedimiento y aparato para proporcionar aplicaciones de medición de aire en tiempo real en el hormigón húmedo,1
Spain,2021.0,Fluorómetro portátil y método de uso,1
Spain,2022.0,Diagnósticos basados en el sistema efector CRISPR,1
Spain,2023.0,Generación de modelos digitales de nutrientes disponibles en un cultivo durante el curso del desarrollo del cultivo en función de datos meteorológicos y del suelo,1
Spain,2023.0,Habilitación de la comunicación entre un sistema de control de inventario y un sistema a distancia a través de una red,1
Spain,2023.0,Sistema de suministro de energía subterráneo en particular una estación de carga de vehículos subterránea y un procedimiento para cargar un vehículo eléctrico,1
Switzerland,1977.0,Humus fertilizer from organic waste - prepd. by adjustment of moisture content shredding spinning breakage and drying of the fibres to give granules,1
United States,2010.0,System and device for water filtration and purification,1
Switzerland,1984.0,Derives de tallysomycine leur procede de production et medicament les contenant.,1
Switzerland,2003.0,Dispositif pour calculer les dimensions d'un outil devant être manipulé par un individu.,1
Switzerland,2013.0,Equipement et système de filtrage compact et mobile pour potabilisation d'eau polluée.,1
Switzerland,2013.0,Contrôleur climatique pour terrariums vivariums et serres d'intérieur.,1
Switzerland,2016.0,Compositions comprenant des combinaisons d'analogues de la 45-diacétylrhéine et des inhibiteurs de carboxylestérases mammaliennes.,1
Switzerland,2022.0,Dispositif comprenant des objets décoratifs ayant une liberté de déplacement limitée suspendus dans un fluide.,1
Taiwan,2006.0,Foam-based fasteners,1
Taiwan,2008.0,Pyridine [34-b] pyrazinones,1
Taiwan,2009.0,金屬離子感測器、金屬離子感測器系統以及攜帶式金屬離子感測器系統,1
Taiwan,2012.0,用於產生介質中之改變之儀器組及系統、用於產生光或固化之系統、輻射固化或可固化物品、微波或rf接受器及用於治療或診斷之系統,1
Taiwan,2012.0,核反應器之控制棒驅動機構,1
Taiwan,2014.0,近紅外線吸收性液體組成物、使用其的近紅外線截止濾波器、堆疊、以及攝像模組及其製造方法,1
Taiwan,2015.0,操作組織樣品的系統,1
Taiwan,2016.0,廢棄印刷電路板之回收利用方法,1
Taiwan,2017.0,漿料供應及／或化學品摻合物供應設備、方法、使用方法及製造方法,1
Taiwan,2019.0,含微細纖維素纖維片、複合片及其應用,1
Taiwan,2021.0,使用者媒體平台伺服器系統,1
Taiwan,2021.0,產品處理設備,1
Tunisia,2021.0,Robot mobile pour la detection des maladies des plantes a une etape precoce,1
United States,2005.0,Long-wearing cosmetic compositions with improved shine,1
United States,2005.0,Food preparation system,1
United States,2005.0,Wireless electrolytic cell monitoring powered by ultra low bus voltage,1
United States,2005.0,Process cartridge image forming apparatus and image forming process,1
United States,2006.0,Modular heated cover,2
United States,2006.0,Modular radiant heating apparatus,1
United States,2006.0,Sensor devices for structural health monitoring,1
United States,2006.0,Process for making a flexible structure comprising starch filaments,1
United States,2006.0,Methods utilizing delayed dilution mixing and filtration for providing customized beverages on demand,1
United States,2007.0,Sensor networks for monitoring pipelines and power lines,1
United States,2007.0,Portable potable water recovery and dispensing apparatus,1
United States,2007.0,Production transport and use of prefabricated components in shoreline and floating structures,1
United States,2007.0,Fluidic lens with electrostatic actuation,1
United States,2007.0,Method for recycling aluminum-lithium-type alloy scrap,1
United States,2007.0,Compositions and liquid crystals,1
United States,2007.0,Methods and compositions for detecting polynucleotides,1
United States,2007.0,Use of polyalkyl (meth)acrylates in lubricating oil compositions,1
United States,2007.0,Barrier system,1
United States,2008.0,Anaerobic production of hydrogen and other chemical products,1
United States,2008.0,System and method for transport security control and tracking,1
United States,2008.0,Cleaning device process cartridge and image forming apparatus,1
United States,2008.0,Farnesyl dibenzodiazepinone and processes for its production,1
United States,2008.0,Method and process for the production of multi-coated recognitive and releasing systems,1
United States,2008.0,System and process for treating ballast water,1
United States,2008.0,Method for measuring hydrophobic contaminants in paper pulp,1
United States,2009.0,Methods for utilizing delayed dilution mixing and filtering to provide customized varieties of fresh-brewed coffee on demand,1
United States,2009.0,Laser irradiation apparatus and laser irradiation method,1
United States,2009.0,Plant watering system,1
United States,2009.0,Method and device for filling a tank with a pressurized gas,1
United States,2009.0,Illumuniated hummingbird feeder,1
United States,2009.0,Cellooligosaccharide-containing composition,1
United States,2009.0,Amplification methods and compositions,1
United States,2009.0,Methods and instruments for processing a sample in a multi-chambered receptacle,1
United States,2009.0,Real-time monitoring and control of physical and arousal status of individual organisms,1
United States,2009.0,Flexible carbohydrate-bearing polymer,1
United States,2009.0,Modular heated cover,1
United States,2009.0,Self-contained apparatuses for hanging holding rotating or watering plants using solar power for plant maintenance,1
United States,2009.0,Intracellular nanosensors and methods for their introduction into cells,1
United States,2010.0,Mobile system and method of operating mobile system,1
United States,2010.0,System and method for communicating product recall information product warnings or other product-related information to users of products,1
United States,2010.0,Polymeric film or coating comprising hemicellulose,1
United States,2010.0,Methods and compositions for diagnosing and monitoring transplant rejection,1
United States,2010.0,Pathogen detection biosensor,1
United States,2010.0,Portable energy generation systems,1
United States,2010.0,Ultrasonic humidifier for repelling insects,1
United States,2010.0,Methods and compositions for diagnosing and monitoring auto immune and chronic inflammatory diseases,1
United States,2010.0,Systems and methods for detecting a signal and applying thermal energy to a signal transmission element,1
United States,2010.0,Barrier system,1
United States,2010.0,Shape-memory resin molded product composed of the resin and method of using the molded product,1
United States,2010.0,Point-of-use solar powered water disinfection device and associated custom water storage container,1
United States,2011.0,Liquid movement and control within a container for food preparation,1
United States,2011.0,Method and apparatus for displaying a calculated geometric entity within one or more 3D rangefinder data sets,1
United States,2011.0,Beverage immersate with detection capability,1
United States,2011.0,Aerosol therapy device with high frequency delivery,1
United States,2011.0,Method and apparatus for risk visualization and remediation,1
United States,2011.0,Enhanced convection for in situ pyrolysis of organic-rich rock formations,1
United States,2011.0,Portable and cartridge-based surface plasmon resonance sensing systems,1
United States,2011.0,Beverage dispenser,1
United States,2011.0,Electrowinning apparatus and process,1
United States,2011.0,System and method for detecting a substance in liquid,1
United States,2011.0,Relationship prediction system using external databases,1
United States,2011.0,Sub-micron surface plasmon resonance sensor systems,1
United States,2012.0,Mobile system a method of operating mobile system and a non-transitory computer readable medium for a programmable control of a mobile system,1
United States,2012.0,Renewable energy microgeneration system,1
United States,2012.0,Substituted pyrazolylamides useful as glucokinase activators,1
United States,2012.0,Electronic device cooling system,1
United States,2012.0,Active policy enforcement,1
United States,2012.0,Optical method and apparatus for determining a characteristic  such as volume and density of an excavated void in a construction material,1
United States,2012.0,Fibrous composite catalytic structures and their use in chemical reactors,1
United States,2012.0,Methods for measuring and modeling the structural health of pressure vessels based on electronic distance measurements,1
United States,2013.0,Foldable solar tracking system assembly and method for assembly shipping and installation of the same,1
United States,2013.0,Stochastic apparatus and methods for implementing generalized learning rules,1
United States,2013.0,Smart building systems and methods,1
United States,2013.0,Systems and apparatus for implementing task-specific learning using spiking neurons,1
United States,2013.0,Four-dimensional augmented reality models for interactive visualization and automated construction progress monitoring,1
United States,2013.0,Dynamically reconfigurable stochastic learning apparatus and methods,1
United States,2013.0,Multi-fuel service station,1
United States,2013.0,Magnetorheological transmission device,1
United States,2013.0,Coated sensors and methods related thereto,1
United States,2013.0,Method for providing a regulated atmosphere for packaging perishable goods,1
United States,2013.0,Targeted probes of cellular physiology,1
United States,2013.0,Treating waste streams with organic content,1
United States,2013.0,System and method for combined microwave heating and radiometry for characterizing biological tissues,1
United States,2013.0,Portable high-resolution non-contact modular sensor for surface strain measurement,1
United States,2013.0,Methods for using robotics in mining and post-mining processing,1
United States,2014.0,Logistic transport system for nutritional substances,2
United States,2014.0,Internet appliance system and method,1
United States,2014.0,Feedback controlled concrete production,1
United States,2014.0,Bridged element for detection of a target substance,1
United States,2014.0,Water pumping station with an integral valve vault,1
United States,2014.0,System and method for contamination monitoring,1
United States,2014.0,FRAME (forced recuperation aggregation and movement of exergy),1
United States,2014.0,Recovery of desired co-products from fermentation stillage streams,1
United States,2014.0,Compositions and methods for treating obesity obesity related disorders and for inhibiting the infectivity of human immunodeficiency virus,1
United States,2014.0,Apparatus for processing a sample in a liquid droplet and method of using the same,1
United States,2014.0,Aerial material distribution apparatus,1
United States,2014.0,Sneak water detection for concrete delivery vehicles,1
United States,2014.0,System and method for detecting oil or gas underground using light scattering spectral analyses,1
United States,2014.0,Engine energy management system,1
United States,2014.0,IL4/IL13 binding repeat proteins and uses,1
United States,2014.0,Quick-dry filter dewatering mobile process and apparatus,1
United States,2014.0,Compounds for inhibiting the interaction of BCL2 with binding partners,1
United States,2014.0,Electronic components on paper-based substrates,1
United States,2015.0,Quintuple-effect generation multi-cycle hybrid renewable energy system with integrated energy provisioning storage facilities and amalgamated control system cross-reference to related applications,1
United States,2015.0,Water purification system using ultraviolet LEDs,1
United States,2015.0,Method of selecting analyte to samples using a lateral flow device,1
United States,2015.0,Multi-site modified SP1 polypeptides and uses thereof,1
United States,2015.0,Methods and apparatus to detect and warn proximate entities of interest,1
United States,2015.0,Policy/rule engine multi-compliance framework and risk remediation,1
United States,2015.0,Method of purifying/concentrating sugar chains with a sugar chain-trapping molecule and method of analyzing sugar chain structure,1
United States,2015.0,Distillation system,1
United States,2015.0,Systems methods and devices for assessing microbiota of skin,1
United States,2015.0,Systems and methods of storing combustion waste products,1
United States,2015.0,Shape/object recognition using still/scan/moving image optical digital media processing,1
United States,2016.0,Methods and compositions for concrete production,1
United States,2016.0,Generating digital models of nutrients available to a crop over the course of the crop's development based on weather and soil data,1
United States,2016.0,Methods for carbonation of a cement mix in a mixer,1
United States,2016.0,Applicator heads for handheld treatment apparatus for modifying keratinous surfaces,1
United States,2016.0,Methods and apparatus for hygromorphic shape control,1
United States,2016.0,Systems methods and apparatus for obtaining data relating to condition and performance of concrete mixtures,1
United States,2016.0,Aerial material distribution device,1
United States,2016.0,Apparatus for delivery of carbon dioxide to a concrete mix in a mixer and determining flow rate,1
United States,2016.0,Methods for measuring and modeling the process of prestressing concrete during tensioning/detensioning based on electronic distance measurements,1
United States,2016.0,Electronic nose for determination of meat freshness,1
United States,2016.0,Methods for fuel tank recycling and net hydrogen fuel and carbon goods production along with associated apparatus and systems,1
United States,2016.0,Processing biomass to obtain hydroxylcarboxylic acids,1
United States,2016.0,Methods and drug delivery devices using cannabis,1
United States,2016.0,Head-mounted display device method of controlling head-mounted display device and computer program,1
United States,2017.0,Monitoring discharge pressure on concrete mix load,1
United States,2017.0,Compositions of polymeric myrcene,1
United States,2017.0,System and method for condition monitoring of electricity transmission structures,1
United States,2017.0,Device and method for cross-referencing,1
United States,2017.0,Moisture control systems for enclosures,1
United States,2017.0,Systems and method for activity monitoring,1
United States,2017.0,Marine coatings,1
United States,2017.0,Reflective mode multi-spectral time-resolved optical imaging methods and apparatuses for tissue classification,1
United States,2017.0,Modular approach for smart and customizable security solutions and other applications for a smart city,1
United States,2017.0,Haptic interface with rotary encoder and method for adjusting a smart device,1
United States,2017.0,Sensing device and systems and methods for obtaining data relating to concrete mixtures and concrete structures,1
United States,2017.0,Coffee preparation system,1
United States,2017.0,Measuring device systems and methods for obtaining data relating to condition and performance of concrete mixtures,1
United States,2017.0,Brushless pump motor system,1
United States,2017.0,Maintenance decision support system and method for vehicular and roadside applications,1
United States,2017.0,Systems and methods for intelligent controls for optimal resource allocation for data center operations,1
United States,2017.0,Chromane-like cyclic prenylflavonoids for the medical intervention in neurological disorders,1
United States,2017.0,Temperature sensing display assemblies,1
United States,2018.0,Automatic washout system for a mixer vehicle,1
United States,2018.0,Self-scrolling braille,1
United States,2018.0,Catalyst cycle length prediction using eigen analysis,1
United States,2018.0,Air-cooled heat exchangers,1
United States,2018.0,System and method for extracting oil from plant materials,1
United States,2018.0,Multimodal and broad molecular weight high density polyethylene,1
United States,2018.0,Precursor polyelectrolyte complexes compositions,1
United States,2018.0,Devices and methods for direct visual detection and readout of single nucleic acid molecules,1
United States,2018.0,System and method for dispensing multiple low rate agricultural products,1
United States,2018.0,Utilizing context information of environment component regions for event/activity prediction,1
United States,2018.0,Augmented reality system,1
United States,2018.0,Mobile robot movement control system and movement control method,1
United States,2018.0,Container lid with electronic sensors system,1
United States,2018.0,Method and system for pre-programmed self-power microfluidic circuits,1
United States,2018.0,Chemical monitoring devices and methods,1
United States,2018.0,Slippery self-lubricating polymer surfaces,1
United States,2018.0,Secondary battery battery pack electric vehicle electric power storage system electric tool and electronic apparatus,1
United States,2018.0,Unmanned aerial vehicle-based system for livestock parasite amelioration,1
United States,2019.0,Heat exchangers in a petrochemical plant or refinery,1
United States,2019.0,Apparatus system and method for resource distribution,1
United States,2019.0,Embedded wireless monitoring sensors,1
United States,2019.0,Permeant delivery system and methods for use thereof,1
United States,2019.0,Bioaerosol detection systems and methods of use,1
United States,2019.0,Methods for producing graphene from coal,1
United States,2019.0,Apparatus systems and methods for dispensing drinks food and other liquids,1
United States,2019.0,Microbial electrochemical cells and methods for producing electricity and bioproducts therein,1
United States,2019.0,Warm water cooling,1
United States,2019.0,Structure synthesis and applications for poly (phenylene) ethynylenes (PPEs),1
United States,2019.0,Systems methods and devices for assessing microbiota of skin,1
United States,2019.0,Red mud compositions and methods related thereto,1
United States,2019.0,High-throughput large-scale plant phenotyping instrumentation,1
United States,2019.0,Food and beverage product,1
United States,2019.0,Apparatus and method of multi-course infusion for brewing tea and other beverages,1
United States,2020.0,Gardening apparatus,1
United States,2020.0,Automated vertical plant cultivation system,1
United States,2020.0,System method and apparatus for purchasing dispensing or sampling of products,1
United States,2020.0,Loading vials,1
United States,2020.0,Power system for downhole toolstring,1
United States,2020.0,Multi-part nontoxic printed batteries,1
United States,2020.0,Composition for enhanced milk production and feed efficiency and pathogen inhibition,1
United States,2020.0,Particle separation systems and methods,1
United States,2020.0,Animal food and water bowl system,1
United States,2020.0,Input device and method of operating an input device,1
United States,2020.0,Methods and delivery devices using herbal extracts,1
United States,2020.0,Systems and methods for fitting product,1
United States,2020.0,Solar carports solar-tracking carports and methods,1
United States,2020.0,Systems methods and articles for assessing and/or improving health and well-being,1
United States,2020.0,Sizable tunable enrichment platform for capturing nano particles in a fluid,1
United States,2020.0,Personal care compositions and methods,1
United States,2020.0,Bacteriophage-based electrochemical bacterial sensors systems and methods,1
United States,2020.0,Spike light and spike light assembly including the same,1
United States,2020.0,Smart automated contact lens cleansing device,1
United States,2020.0,Augmented reality procedural system,1
United States,2021.0,Method and systems relating to construction material assessment,1
United States,2021.0,Use of soil and other environmental data to recommend customized agronomic programs,1
United States,2021.0,Methods for analyzing genotypes,1
United States,2021.0,Edge intelligence powered security solutions and other applications for a smart city,1
United States,2021.0,Reality systems,1
United States,2021.0,Method and system for water distribution and soil moisture determination,1
United States,2021.0,Electrical methods and systems for concrete testing,1
United States,2021.0,Biodegradable and industrially compostable injection molded microcellular flexible foams and a method of manufacturing the same,1
United States,2021.0,Determining a surface characteristic of a roadway using an imaging device,1
United States,2022.0,Droplet libraries,1
United States,2022.0,Substituted 123456-hexahydroazepino[45-b]indoles for treating brain disorders,1
United States,2022.0,Method for evaluating anchor bolt embedment in concrete,1
United States,2022.0,Sensing device and systems and methods for obtaining data relating to concrete mixtures and concrete structures,1
United States,2023.0,Volumetric concrete mixing system equipment and method,1
United States,2023.0,Intelligence driven method and system for multi-factor optimization of schedules and resource recommendations for smart construction,1
