year,count,country,inventor
Taiwan,2008,John Nicholas Freskos,1
Taiwan,2008,John Major Molyneaux,1
Taiwan,2008,Robert O Hughes,1
Taiwan,2008,David Louis Brown,1
Taiwan,2008,Rogier Jr,1
Taiwan,2008,David Graham Brown,1
Taiwan,2008,Brent Virgil Mischke,1
Taiwan,2009,Tooru Nakamura,1
Taiwan,2009,Hidehiro Nakamura,1
Taiwan,2009,Yutaka Hayashi,1
Taiwan,2009,Yuji Kawanishi,1
Taiwan,2012,凱瑟琳 莎拉 韓森,1
Taiwan,2012,黛安 蕾妮 菲爾斯,1
Taiwan,2012,柯瑞 羅伯特 華特,1
Taiwan,2012,小弗瑞德瑞克Ａ 博克,1
Taiwan,2012,Paul K Desantis,1
Taiwan,2012,帕洛 麥可卡尼,1
Taiwan,2012,馬克 威斯利 迪威斯特,1
Taiwan,2012,麥克Ｊ 瑟瑞恩,1
Taiwan,2012,保羅 拉斯 史都弗,1
Taiwan,2012,查克 法堤,1
Taiwan,2012,伊恩 尼可拉斯 史坦頓,1
Taiwan,2014,高桑英希,1
Taiwan,2014,朴星戊,1
Taiwan,2014,嶋田和人,1
Taiwan,2015,樂天 黃,1
Taiwan,2016,麥克 科爾珊斯基,1
Taiwan,2016,席維特拉娜 克里格倫戈,1
Taiwan,2016,安德烈 布拉席歐,1
Taiwan,2016,蔣平,1
Taiwan,2017,貝拉 德瑞斯基,1
Taiwan,2017,蓋瑞 亞倫 拜耳斯,1
Taiwan,2017,班傑明 派屈克 貝爾,1
Taiwan,2019,伏見速雄,1
Taiwan,2019,盤指豪,1
Taiwan,2019,岩井信乃,1
Taiwan,2019,野口裕一,1
Taiwan,2021,納森 貝奇,1
Taiwan,2021,提摩西 Ｅ 博科,1
Taiwan,2021,艾瑞克 耶爾,1
Taiwan,2021,吉拉德 艾莫吉,1
Taiwan,2021,約翰 哈斯金,1
Taiwan,2021,大衛 卡曼隆 哈斯金,1
Taiwan,2021,傑森 克魯斯,1
Tunisia,2021,Kallel Abdelaziz,1
Tunisia,2021,Hbiri Imen,1
United States,2005,David B. George,1
United States,2005,Roger Roth,1
United States,2005,Minyan Ruan,1
United States,2005,Eugene Yanjun You,1
United States,2005,Antonio Berges-Dreyfous,1
United States,2005,David Benjamin Buehler,1
United States,2005,Keming Zhou,1
United States,2005,Michael Christopher Sabino,1
United States,2005,Marilyn Ann Glen,1
United States,2005,Thomas Elliot Rabe,1
United States,2005,Yasuo Suzuki,1
United States,2005,Kohichi Ohshima,1
United States,2005,Michitaka Sasaki,1
United States,2005,Tetsuro Suzuki,1
United States,2006,David Naylor,3
United States,2006,David L. Huestis,1
United States,2006,Larry Neil Mackey,1
United States,2006,Dan Alex Hillesheim,1
United States,2006,Christopher Wade Connor,1
United States,2006,Alfred J. Bahr,1
United States,2006,Roger William Gutwein,1
United States,2006,Namal Priyantha,1
United States,2006,David William Cabell,1
United States,2006,Gregory Charles Gordon,1
United States,2006,Paul Dennis Trokhan,1
United States,2006,David G. Watters,1
United States,2006,Palitha Jayaweeera,1
United States,2006,John Gerhard Michael,1
United States,2007,Andrei Szilagyi,1
United States,2007,Sidney E. Veazey,1
United States,2007,Robert G. Batchko,1
United States,2007,Robert W. Twitchell Jr.,1
United States,2007,Clayton Colbert,1
United States,2007,Justin Mansell,1
United States,2007,Francis C. Forsberg,1
United States,2007,Markus Scherer,1
United States,2007,Klaus Hedrich,1
United States,2007,Roland Schweder,1
United States,2007,Michael Alibert,1
United States,2007,Michael Mueller,1
United States,2007,II Charles Robert Bupp,1
United States,2007,Philippe Pelmard,1
United States,2007,Nicholas Abbott,1
United States,2007,Alexander Izmailov,1
United States,2007,William Alan George,1
United States,2007,Heather Koshinsky,1
United States,2007,Michael Zwick,1
United States,2007,James W. Marshall,1
United States,2007,Kenneth J. Bunk,1
United States,2007,Barbara Israel,1
United States,2007,Michael Lester O′Banion,1
United States,2007,Robert Somers,1
United States,2007,Christopher Jon Nulf,1
United States,2007,Daniel Stafford O′Banion,1
United States,2007,Jean-Pierre Riquet,1
United States,2007,Brian David Warner,1
United States,2007,K. Yeon Choi,1
United States,2007,Miaomiao Wang,1
United States,2007,Wendell B. Leimbach,1
United States,2007,Rachel Anne Holmes-Davis,1
United States,2007,Mickey Urdea,1
United States,2007,Christopher Murphy,1
United States,2007,Jean-François Verdier,1
United States,2008,Steven M. Cox,1
United States,2008,Laura M. Nondorf,1
United States,2008,Marion E. Cox,1
United States,2008,Nicholas A. Peppas,1
United States,2008,Giovanni M. Ulibarri,1
United States,2008,Keiji Okamoto,1
United States,2008,Takeshi Saitoh,1
United States,2008,Yoshiki Hozumi,1
United States,2008,Kazuhiko Watanabe,1
United States,2008,Ken Amemiya,1
United States,2008,David W. Hill,1
United States,2008,Chris M. Farnet,1
United States,2008,Randolfo Fernandez,1
United States,2008,Rudolf C. Matousek,1
United States,2008,James B. Moore,1
United States,2008,II Harold E. Childers,1
United States,2008,Emmanuel Zazopoulos,1
United States,2008,Nicolas Di Cesare,1
United States,2009,Norman C. Nelson,1
United States,2009,Jean-Marie Aerts,1
United States,2009,James P. Romano,1
United States,2009,Laurent Allidieres,1
United States,2009,Simon Nicholas Richmond,1
United States,2009,John J. Feketa,1
United States,2009,Koichiro Tanaka,1
United States,2009,Yoshinaga Tamura,1
United States,2009,Roger William Gutwein,1
United States,2009,Jason A. Taylor,1
United States,2009,Matthew J. Scott,1
United States,2009,Stijn Quanten,1
United States,2009,Leonard Goldberg,1
United States,2009,Scott S. Breidenthal,1
United States,2009,Naoaki Yamasaki,1
United States,2009,Daniel Berckmans,1
United States,2009,Richard S. Lee,1
United States,2009,Christopher Wade Connor,1
United States,2009,Ichiro Ibuki,1
United States,2009,Yoshihito Yaginuma,1
United States,2009,Sara H. Fan,1
United States,2009,David Naylor,1
United States,2009,Casper Struve,1
United States,2009,Victor I. Lyamichev,1
United States,2009,Yihua Yu,1
United States,2009,Jesper Svenning Kristensen,1
United States,2009,Nancy Jarvis,1
United States,2009,Klaus Gregorius,1
United States,2009,David Kurensky,1
United States,2009,Thomas Caterina,1
United States,2009,Andrew A. Lukowiak,1
United States,2009,John M. Dubach,1
United States,2009,Daniel I. Harjes,1
United States,2009,Darryl Matlen,1
United States,2009,Heather A. Clark,1
United States,2010,Jay Wohlgemuth,2
United States,2010,Robert Woodward,2
United States,2010,Ngoc Ly,2
United States,2010,Leo JohnNiekerk,1
United States,2010,Maria Gröndahl,1
United States,2010,Justin L. Namespetra,1
United States,2010,Marcio Marc Abreu,1
United States,2010,Todd Rider,1
United States,2010,Mark Hennessy,1
United States,2010,Paul Gatenholm,1
United States,2010,Steven M. Hoffberg,1
United States,2010,Douglas R. Heise,1
United States,2010,Steve L. Hengsperger,1
United States,2010,Kirk Fry,1
United States,2010,Joseph P. Kealy,1
United States,2010,Allan Heff,1
United States,2010,Songeeta Palchaudhuri,1
United States,2010,Thomas Hjertberg,1
United States,2010,Frances Nargi,1
United States,2010,Richard Mathews,1
United States,2010,Martha S. Petrovick,1
United States,2010,Kemper O'neal Modlin,1
United States,2010,Anthony J. Carmen,1
United States,2010,Bernadette Johnson,1
United States,2010,Lisa Bindgard,1
United States,2010,Linda I. Hoffberg-Borghesani,1
United States,2010,Kirk E. Fry,1
United States,2010,James Prentice,1
United States,2010,Trina Vian,1
United States,2010,Scott P. Hickey,1
United States,2010,Macdonald Morris,1
United States,2010,Joseph Lacirignola,1
United States,2010,Steven Rosenberg,1
United States,2010,Mark Hollis,1
United States,2010,Kristine Hogan,1
United States,2010,Gary W. Wietgrefe,1
United States,2010,Eric Schwoebel,1
United States,2010,James Harper,1
United States,2010,David Opalsky,1
United States,2010,George T. Walker,1
United States,2010,Norman C. Nelson,1
United States,2010,William Alan George,1
United States,2010,Michael Lester O'Banion,1
United States,2010,Richard S. Lee,1
United States,2010,Sara H. Fan,1
United States,2010,Kazuhiko Inoue,1
United States,2010,Andrew Gunter,1
United States,2010,Midori Shimura,1
United States,2010,Masatoshi Iji,1
United States,2011,Inderpal Ricky Arora,1
United States,2019,Eunkyung Ji,1
United States,2011,Robert P. Otillar,1
United States,2011,Matthew T. Shanley,1
United States,2011,Edward K. Y. Jung,1
United States,2011,Lowell L. Wood JR.,1
United States,2011,Srinivasa Kakkera,1
United States,2011,Elizabeth A. Sweeney,1
United States,2011,Aron T. Helser,1
United States,2011,Robert D. Kaminsky,1
United States,2011,Jasvir Singh Gill,1
United States,2011,Benjamin C. Elgin,1
United States,2011,Richard L. Holloway,1
United States,2011,Antonia L. Sequeira,1
United States,2011,David Storek,1
United States,2011,Timothy Sean Immel,1
United States,2011,Clarence T. Tegreene,1
United States,2011,James N. England,1
United States,2011,Leroy E. Hood,1
United States,2011,Ravi Chunduru,1
United States,2011,Alexei N. Naimushin,1
United States,2011,Jared Tritz,1
United States,2011,Michael S. Grow,1
United States,2011,Timothy M. Chinowsky,1
United States,2011,Peter C. Kauffman,1
United States,2011,Sinclair S. Yee,1
United States,2011,Wayne E. Buschmann,1
United States,2011,Scott D. Soelberg,1
United States,2011,Clement E. Furlong,1
United States,2011,James A. Glazier,1
United States,2011,Dragos Amarie,1
United States,2011,M. Bianca Leigh,1
United States,2011,Carlos A. Suarez,1
United States,2011,Sebastian Buchinger,1
United States,2011,Robert S. Englert,1
United States,2011,Rami Pedahzur,1
United States,2011,Georg Reifferscheid,1
United States,2011,Shimshon Belkin,1
United States,2011,Yosi Shacham-Diamand,1
United States,2011,Hadar Ben-Yoav,1
United States,2011,Alva Biran,1
United States,2011,Thomas N. Giaccherini,1
United States,2011,Ann Tuck Baden,1
United States,2011,Edward F. Tuck,1
United States,2012,Inderpal Ricky Arora,1
United States,2012,Wei Meng,1
United States,2012,Yan Shi,1
United States,2012,Peter T. W. Cheng,1
United States,2012,Srinivasa Kakkera,1
United States,2012,Richard B. Sulsky,1
United States,2012,Sean Chen,1
United States,2012,Jasvir Singh Gill,1
United States,2012,Denis E. Ryono,1
United States,2012,Scott A. Bolton,1
United States,2012,William Hamburgen,1
United States,2012,Nicolas W. SASSOW,1
United States,2012,Linda I Hoffberg-Borghesani,1
United States,2012,Steven M Hoffberg,1
United States,2012,Madhu Gourineni,1
United States,2012,Andrew B. Carlson,1
United States,2012,Joseph A. Tino,1
United States,2012,David H. Parker,1
United States,2012,Juzer Jangbarwala,1
United States,2012,Robert Ernest Troxler,1
United States,2012,John M. Payne,1
United States,2013,Oleg Sinyavskiy,3
United States,2013,Mani Golparvar-Fard,1
United States,2013,Maureen Bradley,1
United States,2013,Feniosky A. Peña-Mora,1
United States,2013,Richard T. Bruno,1
United States,2013,Stefan Battlogg,1
United States,2013,Karen K. Gleason,1
United States,2013,Salmaan Baxamusa,1
United States,2013,Sean C. McCarthy,1
United States,2013,Frank Wegner Donnelly,1
United States,2013,Heather A. Clark,1
United States,2013,Bao Tran,1
United States,2013,Olivier J. M. D. Coenen,1
United States,2013,Silvio Savarese,1
United States,2013,Mitchell J.A. Loates,1
United States,2013,Olivier Coenen,1
United States,2013,John D. Watson,1
United States,2013,David H. Gerwing,1
United States,2013,Vadim Polonichko,1
United States,2013,James A. Hammell,1
United States,2013,John M. Dubach,1
United States,2013,David William Dewis,1
United States,2013,Subhasish K. Chakraborty,1
United States,2013,Coyte R Jones,1
United States,2013,Brigitte F. Schmidt,1
United States,2013,Alan Waggoner,1
United States,2013,Marcel P. Bruchez,1
United States,2013,Hugo Salamanca,1
United States,2013,Robert C Jones,1
United States,2013,R. Craig Bowden,1
United States,2013,Burdette Terry Beck,1
United States,2013,Lisa A. Bowden,1
United States,2013,Mohammad-Reza Tofighi,1
United States,2013,James Nagamine,1
United States,2013,Chih-Hang Wu,1
United States,2013,Weixin Zhao,1
United States,2013,Robert Peterman,1
United States,2014,Eugenio Minvielle,2
United States,2014,Muriel Y. Ishikawa,1
United States,2014,Michael Beaugavin Markov,1
United States,2014,Steven M. Hoffberg,1
United States,2014,Clarence T. Tegreene,1
United States,2014,Juston Smithers,1
United States,2014,Roderick A. Hyde,1
United States,2014,Philip Lin Huang,1
United States,2014,Namyong Kim,1
United States,2014,Ken Pasco,1
United States,2014,Ju Bao,1
United States,2014,Nathan P. Myhrvold,1
United States,2014,Yong Yeow Lee,1
United States,2014,Brad Wright,1
United States,2014,David D. Duchesneau,1
United States,2014,Maxime Jean Jerome Bilet,1
United States,2014,Fred Albert,1
United States,2014,Paul L Huang,1
United States,2014,Christopher Charles Young,1
United States,2014,Yongtao Sun,1
United States,2014,Jae Wook Lee,1
United States,2014,Lowell L. Wood JR.,1
United States,2014,Dawei Zhang,1
United States,2014,Richard Root Woods,1
United States,2014,Linda I. Hoffberg-Borghesani,1
United States,2014,Victoria Y. H. Wood,1
United States,2014,Young Tae Chang,1
United States,2014,John Z. H. Zhang,1
United States,2014,Li Li,1
United States,2014,Todd W. Black,1
United States,2014,Jordin T. Kare,1
United States,2014,Kwong Joo Leck,1
United States,2014,Vahik Krikorian,1
United States,2014,Nels R. Peterson,1
United States,2014,Melvin L. Black,1
United States,2014,Sylvia Lee-Huang,1
United States,2014,Tony S. Pan,1
United States,2014,Gaby Tresch,1
United States,2014,Franklin David Deskins,1
United States,2014,Michael Baumann,1
United States,2014,Karyn O'neil,1
United States,2014,Steven Jacobs,1
United States,2014,Hu Tao,1
United States,2014,Daniel Ford,1
United States,2014,Hao Zhou,1
United States,2014,Richard K. Jordan,1
United States,2014,John Robert Porter,1
United States,2014,Naeem Yusuff,1
United States,2014,Hong Wang,1
United States,2014,Mark F. Roberts,1
United States,2014,Enis Pilavdzic,1
United States,2014,David L. Kaplan,1
United States,2014,Fiorenzo Omenetto,1
United States,2014,Michael Scott Visser,1
United States,2014,Xue Zhong,1
United States,2014,Dong Zhang,1
United States,2014,Xun Guo,1
United States,2014,Chunwei Liu,1
United States,2014,Tianrui Ni,1
United States,2014,Eric P. Koehler,1
United States,2015,Kevin Lee Friesth,1
United States,2015,Arnon Heyman,1
United States,2015,Timothy Muhl,1
United States,2015,Daewoong Suh,1
United States,2015,Jasvir Singh Gill,1
United States,2015,Danny Porath,1
United States,2015,Kyle Nelson,1
United States,2015,Hiroaki Nakagawa,1
United States,2015,Ken Markham,1
United States,2015,James C. Boerger,1
United States,2015,Amnon Wolf,1
United States,2015,Young Hwan Son,1
United States,2015,Seong Min Lee,1
United States,2015,Srinivasa Kakkera,1
United States,2015,Chung Hoon Lee,1
United States,2015,Matthew McNeill,1
United States,2015,Galit Cohen,1
United States,2015,Izhar Medalsy,1
United States,2015,James Oates,1
United States,2015,Asa Eitan,1
United States,2015,Nimrod Litvak,1
United States,2015,Subrat Narenda SINGH,1
United States,2015,Winston Wong JR.,1
United States,2015,Inderpal Ricky Arora,1
United States,2015,Kenichi Niikura,1
United States,2015,Minenobu Okayama,1
United States,2015,Shinichiro Nishimura,1
United States,2015,David J. Hoffmann,1
United States,2015,Ryan P. Beggs,1
United States,2015,Elena Grimberg,1
United States,2015,Jason Senfleben,1
United States,2015,Oded Shoseyov,1
United States,2015,Stephen Chang-Chi Kao,1
United States,2015,Mahalaxmi G. Bangera,1
United States,2015,Jordin T. Kare,1
United States,2015,Qiyan Feng,1
United States,2015,Lowell L. Wood JR.,1
United States,2015,Eric C. Leuthardt,1
United States,2015,Qianlin Zhu,1
United States,2015,Peng Wang,1
United States,2015,Katherine E. Sharadin,1
United States,2015,Clarence T. Tegreene,1
United States,2015,Shen-En Chen,1
United States,2015,Michael H. Baym,1
United States,2015,Gary L. McKnight,1
United States,2015,Tony S. Pan,1
United States,2015,Xiexing Miao,1
United States,2015,Roderick A. Hyde,1
United States,2015,Elizabeth A. Sweeney,1
United States,2015,Bill Kavadeles,1
United States,2015,Chet L. Bartlett,1
United States,2015,Aaron S. Raymond,1
United States,2015,John R. Connolly,1
United States,2015,D. Gary Young,1
United States,2016,Joshua Jeremy Brown,3
United States,2016,Dean Paul Forgeron,3
United States,2016,George Sean Monkman,3
United States,2016,Kevin Cail,2
United States,2016,Paul J. Sandberg,2
United States,2016,Mark MacDonald,1
United States,2016,Lining Yao,1
United States,2016,Stephan James Andreas Meschkat,1
United States,2016,Darius Gailius,1
United States,2016,John M. Payne,1
United States,2016,Roy Edward McAlister,1
United States,2016,Wen Wang,1
United States,2016,Chin-Yi Cheng,1
United States,2016,Faiz Feisal Sherman,1
United States,2016,Gediminas Kvaraciejus,1
United States,2016,Helene Steiner,1
United States,2016,Hiroshi Ishii,1
United States,2016,Jaewoong MOON,1
United States,2016,John Gates,1
United States,2016,Rimanté Vinauskiené,1
United States,2016,Farrokh F. Radjy,1
United States,2016,Daniel Wang,1
United States,2016,Clark Della Silva,1
United States,2016,Augustas Ale{hacek over (s)}iūnas,1
United States,2016,Jihan Khan,1
United States,2016,Thomas Craig Masterman,1
United States,2016,Andrew PAPOULIS,1
United States,2016,Michael Beaugavin Markov,1
United States,2016,Marshall Medoff,1
United States,2016,Steven De Gryze,1
United States,2016,Jifei Ou,1
United States,2016,Thomas Elliot Rabe,1
United States,2016,David H. Parker,1
United States,2016,Stephan Gary Bush,1
United States,2016,Robert Paradis,1
United States,2016,Guanyun Wang,1
United States,2016,Timothy McCullough,1
United States,2016,Kaori Sendai,1
United States,2016,Masahide Takano,1
United States,2017,Farrokh F. Radjy,2
United States,2017,Phillip Clyde Roberts Gurney,1
United States,2017,Ernest C. Brown,1
United States,2017,Wensheng Fan,1
United States,2017,Richard K. Jordan,1
United States,2017,Victoria Y. H. Wood,1
United States,2017,Joseph Michael Manahan,1
United States,2017,Christopher Charles Young,1
United States,2017,Eric P. Koehler,1
United States,2017,Yilmaz Sozer,1
United States,2017,Tony S. Pan,1
United States,2017,Jordin T. Kare,1
United States,2017,Nels R. Peterson,1
United States,2017,Zadik Hazan,1
United States,2017,Shimon Amselem,1
United States,2017,Jesse Wade Taylor,1
United States,2017,Yuting Li,1
United States,2017,Stefan Battlogg,1
United States,2017,Clarence T. Tegreene,1
United States,2017,Roderick A. Hyde,1
United States,2017,Benjamin Avery Freer,1
United States,2017,Shengfu Chen,1
United States,2017,John Lauletta,1
United States,2017,Lowell L. Wood JR.,1
United States,2017,Jeffrey E. Thatcher,1
United States,2017,Shaoyi Jiang,1
United States,2017,Muriel Y. Ishikawa,1
United States,2017,Jose Alexis De Abreu-Garcia,1
United States,2017,Deepak Boggavarapu,1
United States,2017,Weirong MO,1
United States,2017,Nathan P. Myhrvold,1
United States,2017,Maxime Jean Jerome Bilet,1
United States,2017,Andrew Francis Scarlata,1
United States,2017,John Michael DiMaio,1
United States,2017,Mark F. Roberts,1
United States,2017,Hong Xue,1
United States,2017,Roy J. Cooley,1
United States,2017,Meriem Bahira,1
United States,2017,Anousha RADJY,1
United States,2017,Weizhi Li,1
United States,2017,John A. Jarrell,1
United States,2017,Shimeng BEI,1
United States,2017,Jiyuan Ao,1
United States,2017,Xiaolong Wu,1
United States,2017,Yijun GUAN,1
United States,2017,Xumin Wu,1
United States,2017,Ludwig Aigner,1
United States,2017,Rajat Ghosh,1
United States,2017,Francisco Javier Rivera,1
United States,2017,Tyler R. Kakuda,1
United States,2017,Eleni Priglinger,1
United States,2017,Sébastien Couillard-Despres,1
United States,2017,Herbert Riepl,1
United States,2017,Martin Biendl,1
United States,2017,Kevin K. Groeneweg,1
United States,2017,David A. Doyle,1
United States,2017,Joshua G. Wurzel,1
United States,2017,Christopher J. Rennie,1
United States,2017,Corinna Urmann,1
United States,2017,Yogendra Kumar Joshi,1
United States,2018,Ashwini Venkatesh,1
United States,2018,Benjamin Hatton,1
United States,2018,Xi Yao,1
United States,2018,Tetsuya Kobayashi,1
United States,2018,Justin Miller,1
United States,2018,Chris L. Wurtz,1
United States,2018,Deng Deng,1
United States,2018,Toshihiko Shibusawa,1
United States,2018,Dmitriy V. ZHUKOV,1
United States,2018,Mahesh Kumar Gellaboina,1
United States,2018,Bao Tran,1
United States,2018,Caitlin Howell,1
United States,2018,William Ouellette,1
United States,2018,Keith Woodruff,1
United States,2018,David A. Selck,1
United States,2018,Larry M. Conrad,1
United States,2018,Yasuharu Sakurai,1
United States,2018,David R. Scheuing,1
United States,2018,William L. Smith,1
United States,2018,Derek W. Thurman,1
United States,2018,Eurica Califorrniaa,1
United States,2018,David Juncker,1
United States,2018,Shayne Martinsen,1
United States,2018,Maher Pedersoli,1
United States,2018,Antonios K. Doufas,1
United States,2018,Hosseinali Safavieh,1
United States,2018,Stefano Begolo,1
United States,2018,Naoya Ogata,1
United States,2018,Michael Terry,1
United States,2018,Cody D. Clifton,1
United States,2018,Danielle Schindlbeck,1
United States,2018,Masatoshi Maruo,1
United States,2018,Ian G. Horn,1
United States,2018,Seth Huber,1
United States,2018,Sanford Allan Victor,1
United States,2018,Erik B. JUE,1
United States,2018,Ashutosh Saxena,1
United States,2018,Mariko Miyazaki,1
United States,2018,Joanna Aizenberg,1
United States,2018,David F. Sanders,1
United States,2018,Bruce Martinsen,1
United States,2018,Stuart Dunn,1
United States,2018,Mark Janes,1
United States,2018,Josh Kennedy,1
United States,2018,Rustem F. Ismagilov,1
United States,2018,Philseok Kim,1
United States,2018,Richard L. Rice,1
United States,2018,Alexander I. Norman,1
United States,2018,Tak Sing Wong,1
United States,2018,Scott Eklund,1
United States,2018,Isaac Ost,1
United States,2018,Mikhail Karymov,1
United States,2018,Thomas F. Fahlen,1
United States,2018,Jared Heymann,1
United States,2018,Michael Aizenberg,1
United States,2018,Jiaxi Cui,1
United States,2018,Hideki Fujimoto,1
United States,2018,Hajime Kajiyama,1
United States,2018,Maurice Chu,1
United States,2018,Ha Tran,1
United States,2018,Mike Kinsinger,1
United States,2018,Jinjing Zhou,1
United States,2018,Jesus Rodriguez MANZANO,1
United States,2018,Phillip F. Daly,1
United States,2018,Kunal Lad,1
United States,2018,Matthew W. Holtcamp,1
United States,2018,Kunitoshi Yamamoto,1
United States,2018,Keith R. Green,1
United States,2018,Rohan A. Hule,1
United States,2018,Hirokazu Tsubota,1
United States,2018,Kazuki Honda,1
United States,2018,Taichi Kogure,1
United States,2018,Takashi Kokubun,1
United States,2018,Takaaki Matsui,1
United States,2018,Simone Fobi,1
United States,2018,Naoko Yamakawa,1
United States,2018,Komminist Sisai Weldemariam,1
United States,2018,Clifford A. Pickover,1
United States,2019,Katherine E. Sharadin,1
United States,2019,Motokatsu Ogawa,1
United States,2019,Ying Wang,1
United States,2019,Charles Agee Atkins,1
United States,2019,Chang-Yu Wu,1
United States,2019,Alexandros Demetrios Theodore,1
United States,2019,Anand Parthasarathy,1
United States,2019,Mahalaxmi Gita Bangera,1
United States,2019,William Hamburgen,1
United States,2019,Elizabeth A. Sweeney,1
United States,2019,Andrew B. Carlson,1
United States,2019,Dimitri Dascier,1
United States,2019,Nima AFSHAR MOHAJER,1
United States,2019,Matthew Targett,1
United States,2019,Pouria Ghods,1
United States,2019,Alan Smith,1
United States,2019,John LEDNICKY,1
United States,2019,Thomas S. Corbitt,1
United States,2019,Gerald Aigner,1
United States,2019,Gemma Reguera,1
United States,2019,Ian G. Horn,1
United States,2019,Zhonghui Hugh Fan,1
United States,2019,Sanford Allan Victor,1
United States,2019,Foster Agblevor,1
United States,2019,David G. Whitten,1
United States,2019,Michael H. Baym,1
United States,2019,Jenna M. Young,1
United States,2019,Roderick A. Hyde,1
United States,2019,Garrett W. Lindemann,1
United States,2019,Matthew A. Norris,1
United States,2019,Xiao Jiang,1
United States,2019,Jimmy Clidaras,1
United States,2019,Rouhollah Alizadeh,1
United States,2019,Clarence T. Tegreene,1
United States,2019,Hossein Jahromi,1
United States,2019,Maohua PAN,1
United States,2019,Eric H. Hill,1
United States,2019,Gaurav Tolia,1
United States,2019,Tony S. Pan,1
United States,2019,Lowell L. Wood JR.,1
United States,2019,Gary L. McKnight,1
United States,2019,Phillip F. Daly,1
United States,2019,Frank Tagliaferri,1
United States,2019,Shereen Hassan,1
United States,2019,William H. Whitted,1
United States,2019,Allison M. Speers,1
United States,2019,Jordin T. Kare,1
United States,2019,Eric C. Leuthardt,1
United States,2019,Oleksandr Hietsoi,1
United States,2019,Edward Showalter,1
United States,2019,Mirek Baudys,1
United States,2019,Donald L. Beaty,1
United States,2019,Sarah De Carufel,1
United States,2019,Bhushan Awate,1
United States,2019,Linnea K. Ista,1
United States,2019,Kirk S. Schanze,1
United States,2019,Mustafa Salehi,1
United States,2019,Dean Kamen JR.,1
United States,2019,David Enscore,1
United States,2019,Maneesha Aluru,1
United States,2019,Huawei JIANG,1
United States,2019,Liang Dong,1
United States,2019,Chih-Hsiang Chen,1
United States,2019,Chung-Ming Ying,1
United States,2019,Allen Ming-Kuang Han,1
United States,2019,Luis Ramirez,1
United States,2019,Joseph Camillo SAVINO,1
United States,2019,Wan-Ting Huang,1
United States,2019,I-hsuan Tsai,1
United States,2020,Daniel S. Spiro,1
United States,2020,Joseph F. Flint,1
United States,2020,Michael W. Stowell,1
United States,2020,Bao Tran,1
United States,2020,Jui-Lin Chen,1
United States,2020,Andy H. Gibbs,1
United States,2020,Eleanor S. Shah,1
United States,2020,Perry G. Schiro,1
United States,2020,Wei-Feng Fang,1
United States,2020,Kirk Max Ririe,1
United States,2020,Mengxia ZHAO,1
United States,2020,Yo Wen Song,1
United States,2020,Timothy McCullough,1
United States,2020,Regina Vaicekonyte-Peters,1
United States,2020,Denise Lisa Salvucci,1
United States,2020,Michael Reza Nasseri,1
United States,2020,Trevor Granger,1
United States,2020,Bruce Lanning,1
United States,2020,Matthew Ryan Garner,1
United States,2020,Alain Poivet,1
United States,2020,Riccardo Signorelli,1
United States,2020,John Chmiola,1
United States,2020,Stefan Battlogg,1
United States,2020,Michael J. Kline,1
United States,2020,Darshil Panagar,1
United States,2020,Chiragh Dewan,1
United States,2020,Daniel Cook,1
United States,2020,Jennifer Lan-Anh Nguyen,1
United States,2020,John J. Cooley,1
United States,2020,Jarrett Avery Killpack,1
United States,2020,David E. Jones,1
United States,2020,Jie Zhao,1
United States,2020,Carlos Montalvo,1
United States,2020,Chase Arihiro Ando,1
United States,2020,Shriyukta Singh,1
United States,2020,Hui Min YU,1
United States,2020,Sung H. Lim,1
United States,2020,Daniel T. Chiu,1
United States,2020,Dana Pillai,1
United States,2020,Stephanie Anne Thatcher,1
United States,2020,Roger Brent,1
United States,2020,Eric Shane Henley,1
United States,2020,Yi-Wen Tang,1
United States,2020,Jonathan Robert Cetti,1
United States,2020,Steven Edward Witt,1
United States,2020,James Ashley,1
United States,2020,Jiten Odhavji Dihora,1
United States,2020,Jui-Chi Tang,1
United States,2020,Yiqiu Xia,1
United States,2020,Ramaraja P. Ramasamy,1
United States,2020,Huaguang Lu,1
United States,2020,Yan Zhou,1
United States,2020,Siyang Zheng,1
United States,2020,Nestor Perea Lopez,1
United States,2020,Yi Tang,1
United States,2020,Mauricio Terrones,1
United States,2020,Austin Greeson,1
United States,2020,Yin-Ting Yeh,1
United States,2021,Rouhollah Alizadeh,2
United States,2021,Pouria Ghods,2
United States,2021,Mustafa Salehi,2
United States,2021,Sumith Choy,1
United States,2021,Paul S. Zorner,1
United States,2021,Ernest C. Brown,1
United States,2021,Iven Michiel Yvonne Mareels,1
United States,2021,Michael James Clark,1
United States,2021,Bao Tran,1
United States,2021,Richard Chen,1
United States,2021,Sean Farmer,1
United States,2021,Robert Falken,1
United States,2021,David John Aughton,1
United States,2021,Andrew Western,1
United States,2021,Sarah K. Garcia,1
United States,2021,Robert Ernest Troxler,1
United States,2021,Scott Alan SHIBATA,1
United States,2021,Dongryeol Ryu,1
United States,2021,Gemma L. CHANDRATILLAKE,1
United States,2022,Darren Roy Link,1
United States,2022,Michael Weiner,1
United States,2022,David E. Olson,1
United States,2022,Florence Wagner,1
United States,2022,Michael L. Samuels,1
United States,2022,John Brian Hutchison,1
United States,2022,Muhammad Saleem,1
